100
0.1
A21,1090.088082780929,503.30430155862393,3.4578663928100051,9.3831316738855968
A21,886.47430197163601,221.53475533434423,5.8127178683934675,-8.1370947507362423
A20,388.62181572138599,101.90705580369095,-0.43567215746396815,9.9905049807910444
A20,767.25909128791579,366.11748990949917,4.0031211032212699,-9.1637885960417336
A21,698.46353637287734,668.24181409834875,0.08381365426782808,-9.9996487573993456
A21,717.13855487387559,646.91089831967543,-3.5357146638215289,-9.3540751448786974
A21,338.05323974100736,508.71715437945841,-0.35806880595442325,-9.99358728036146
A20,324.52034290381954,504.26310114620344,-5.8553795010078939,-8.1064499566195156
A20,874.67664518318804,191.80202718948667,-4.9902626839799726,-8.6658685857147066
A20,960.82416265317556,243.27819856503618,-9.8540198504639314,-1.7024373077041015
A20,540.62525543793822,588.50352879123523,-9.1337183913026738,4.0712637286694271
A21,863.56879363973337,167.18803957848698,-8.7916526220174767,-4.7651698997804068
A21,77.374182819460529,195.42506263370939,-4.0392077078337341,9.1479397184817817
A20,387.47593682600223,149.43704975967924,-9.869025119690054,-1.6131779774490846
A20,311.64175084596769,403.68863221529637,6.606118943092345,7.5072759713305111
A21,133.94174241958012,13.879765484552724,-6.8856499272960257,-7.2517463468276544
A21,930.0311496293607,669.0164846665748,8.5311641800128477,5.2172059316904207
A21,918.20480419582748,183.48345384281157,9.826632587814597,-1.8539935232088001
A21,920.26378781118819,296.72414139986887,-1.100722483485014,9.9392358868451538
A21,808.45004489145799,149.73222746031649,0.34054562788923515,9.9941997516222134
A20,948.4869410377903,422.93862838830006,9.9341139655330792,1.1460278006229334
A21,138.49238027750965,23.037651998189542,0.58816799504043205,-9.9826879351009516
A21,452.38254499082086,667.29980571755766,9.9967471379654924,0.25504246622619958
A21,309.41074316716458,442.69748427975708,2.2198984634913868,-9.7504897729185167
A20,36.790763680450361,672.65704852116096,2.1761795549972214,9.7603402883512267
A21,1033.0504462923232,101.47604260565221,9.6697348116052986,-2.5487700314521593
A21,643.95279655521779,409.05461616178673,1.5315788416795884,-9.8820173169105203
A21,639.86906222018513,573.02999004080743,7.7662665271126219,-6.2996114348307266
A20,398.54463773992182,150.76684996558308,8.2107602504758805,5.708188513811125
A20,984.91721961870769,426.38332471682276,9.8872276352656279,-1.4975746019613387
A20,411.79444595934052,455.4093707729034,-2.5780756368025139,-9.6619628446255845
A20,26.004272172660173,658.37879151694767,-8.9226126053788395,-4.515194823519205
A20,37.338754425226341,610.11513900711373,-7.6330808391896001,-6.460346500180667
B0,548.0,282.0,9.9997738582502205,0.067251645745578154
A20,819.43373870906589,73.47140645842596,6.1381190424038676,-7.8945230775062667
A20,95.25367443261041,353.81381888764224,-6.9542345519106483,7.1860017949491279
A20,177.4757499645788,39.365799130492604,9.7164237977021024,-2.3645525123050741
